52912	1916737251
52913	630227976
52914	916320531
52915	4008874741
52916	3913835359
52917	1297452468
52918	2431149151
52919	1577725590
52920	2029101717
52921	1884733642
52922	3695024543
52923	1897395221
52924	90021645
52925	2341127506
52926	3642827391
52927	2229865495
52928	2756613271
52929	3567455742
52930	1495998779
52931	388734863
52932	2930319034
52933	764705509
52934	581518722
52935	1315876499
52936	634715761
52937	3750273180
52938	488314442
52939	1852813064
52940	1392269467
52941	2250557924
52942	3137017492
52943	3387815299
52944	1912493920
52945	844119351
52946	155524136
52947	3411931606
52948	4227699832
52949	1563266243
52950	298285438
52951	90449425
52952	901640802
52953	2028678232
52954	52361917
52955	712343592
52956	944529531
52957	3931956487
52958	4050408617
52959	1560435178
52960	3841600379
52961	1088082678
52962	2103988106
52963	1646285074
52964	247804949
52965	240509493
52966	3866668541
52967	2281111819
52968	849277294
52969	542992173
52970	906845185
52971	1343712739
52972	568168253
52973	2568849239
52974	763324287
52975	2624491012
52976	4237232211
52977	1970229005
52978	2481332148
52979	2657754499
52980	3783646373
52981	666845059
52982	3146938051
52983	264993555
52984	2406766431
52985	1820933401
52986	3946845168
52987	1911388371
52988	1825645016
52989	2767607718
52990	135756239
52991	4249660482
52992	3814314896
52993	1382293202
52994	3086104942
52995	3237540586
52996	2959901491
52997	1387427722
52998	2873114572
52999	2134196316
53000	790496935
53001	154032596
53002	255423626
