173,1038
220,1098
475,1022
476,1034
617,1028
653,1061
798,1098
1321,1011
1452,1107
1683,1002
2054,1079
2116,1029
2388,1000
2489,1231
2512,1022
2957,1130
3005,1019
3242,1043
3571,1014
3585,1111
3597,1148
3603,1123
3747,1143
3748,1125
4202,1058
4206,1046
4207,1128
4622,1089
4623,1047
4806,1082
5060,1081
5066,1057
5353,1053
5630,1007
5631,1175
5638,1003
6120,1108
6469,1041
6607,1002
6742,1042
9246,1024
9252,1042
9305,1122
9418,1027
9491,1053
10225,1002
11649,1006
12190,1152
14817,1007
16451,1079
16477,1151
16493,1055
19391,1031
20044,1129
20618,1026
20651,1063
20722,1043
21096,1083
22215,1028
22252,1012
22264,1003
22739,1071
23207,1114
23726,1122
23846,1140
24429,1020
24904,1063
26369,1069
26374,1019
26714,1017
27673,1014
27722,1056
27909,1024
27960,1020
28078,1176
28380,1121
29616,1056
29687,1035
29877,1029
30124,1019
30664,1116
30965,1017
31028,1085
31795,1056
33235,1104
33388,1013
33400,1013
33685,1038
33811,1013
34808,1064
35640,1048
35675,1027
35829,1062
36289,1193
36374,1100
36566,1019
36772,1056
37314,1026
37382,1037
37655,1048
37698,1095
37800,1062
37930,1024
38176,1161
38226,1054
38543,1018
39473,1002
39649,1038
39732,1087
40005,1037
40232,1057
40477,1004
40517,1009
40558,1097
40683,1027
41770,1143
41771,1004
42202,1044
42347,1208
42589,1023
42804,1027
42829,1036
42875,1019
43311,1045
43422,1081
43593,1037
43596,1042
43654,1098
43723,1170
44228,1035
44297,1072
44335,1087
44465,1081
44537,1018
44863,1013
45027,1259
45061,1180
45404,1057
45442,1318
45469,1054
45630,1127
45922,1038
46169,1013
46364,1002
47512,1022
47708,1142
48202,1011
48371,1027
48375,1048
48457,1166
48667,1017
48683,1061
48695,1193
48847,1017
48899,1023
48900,1047
48980,1009
49508,1037
49534,1011
49994,1062
50018,1081
50145,1038
50279,1029
50501,1145
50842,1037
51230,1069
51838,1149
54980,1039
56685,1104
57149,1099
57956,1041
58131,1062
58527,1044
59279,1042
61224,1059
62357,1061
62462,1024
63204,1047
63213,1023
63698,1022
63699,1017
64565,1074
66783,1085
67572,1044
67966,1129
68862,1105
70176,1166
70300,1001
70461,1011
70501,1036
70709,1002
71059,1060
73192,1024
73827,1048
74228,1118
74857,1006
75000,1064
75279,1041
75292,1187
75606,1060
76095,1012
76524,1065
77701,1024
77830,1002
77973,1007
78033,1113
78123,1025
78183,1008
78560,1084
78991,1058
79476,1015
82371,1124
84045,1062
84136,1222
84159,1009
84201,1066
84316,1292
84328,1038
84484,1068
84493,1032
84571,1017
85496,1072
85946,1001
86027,1022
86349,1011
86440,1038
88403,1057
90528,1016
90559,1081
90982,1012
91094,1009
91346,1085
91448,1041
91691,1049
91832,1184
92310,1088
92400,1045
92550,1220
93874,1014
95373,1130
95475,1022
95593,1123
98052,1017
98654,1003
99340,1007
100361,1004
100362,1046
100540,1002
100542,1147
100792,1107
101246,1154
101564,1018
